incident_number,call_type,call_type_group,call_time,Street,call_origin,mental_health,drug_related,dv_related,alcohol_related,Area,AreaName,Latitude,Longitude,Hour,DayOfWeek
19BU008671,Suspicious Event,Public Service,5/3/19 11:20,S Willard St,In Person,0,0,0,0,E,SouthEnd,44.47600328,-73.20606474,11:00 AM,Friday
19BU008672,Community Outreach,Public Service,5/3/19 11:25,Main St,Officer/Radio,0,0,0,0,E,SouthEnd,44.47507928,-73.20920421,11:00 AM,Friday
19BU008673,Larceny - from Building,Property,5/3/19 11:31,North St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48763673,-73.22429563,11:00 AM,Friday
19BU008674,Assist - Agency,Assist,5/3/19 11:39,Morse Pl,Phone,0,0,0,0,E,SouthEnd,44.45366374,-73.21287881,11:00 AM,Friday
19BU008675,Suspicious Event,Public Service,5/3/19 11:48,Railway Ln,Phone,0,1,0,0,E,SouthEnd,44.47118729,-73.2207469,11:00 AM,Friday
19BU008676,TRO/FRO Service,Court Order,5/3/19 12:01,NA,Phone,0,0,1,0,C,UniversityHillSection,NA,NA,12:00 PM,Friday
19BU008677,Assist - Agency,Assist,5/3/19 12:06,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48068694,-73.19438307,12:00 PM,Friday
19BU008678,Community Outreach,Public Service,5/3/19 12:22,Main St/S Union St,Phone,0,0,0,0,D,Downtown,44.47637539,-73.20876693,12:00 PM,Friday
19BU008679,Property Damage,Property,5/3/19 12:42,Cherry St,Phone,0,0,0,0,D,Downtown,44.47757595,-73.21221551,12:00 PM,Friday
19BU008680,Intoxication,Quality of Life,5/3/19 12:43,Cherry St/St Paul St,Phone,0,0,0,1,D,Downtown,44.48027999,-73.21499561,12:00 PM,Friday
19BU008681,VIN verification,Motor Vehicle,5/3/19 12:55,Woodbury Rd,Officer/Radio,0,0,0,0,A,NewNorthEnd,44.50897007,-73.25509403,12:00 PM,Friday
19BU008682,SRO Activity,Public Service,5/3/19 12:56,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48341583,-73.22285978,12:00 PM,Friday
19BU008683,Welfare Check,Public Service,5/3/19 13:11,Pearl St,Phone,0,0,0,0,D,Downtown,44.47961971,-73.21015509,1:00 PM,Friday
19BU008684,Accident - Non-Investigated,Motor Vehicle,5/3/19 13:24,Main St/S Prospect St,In Person,0,0,0,0,C,UniversityHillSection,44.47517664,-73.20064395,1:00 PM,Friday
19BU008685,Ordinance Violation - Other,Quality of Life,5/3/19 13:26,Battery Park,Officer/Radio,0,0,0,1,B,OldNorthEnd,44.4811901,-73.22096486,1:00 PM,Friday
19BU008686,Accident - Property damage only,Motor Vehicle,5/3/19 13:51,Catherine St/Caroline St,Phone,0,0,0,0,E,SouthEnd,44.46549489,-73.20988267,1:00 PM,Friday
19BU008688,Community Outreach,Public Service,5/3/19 14:18,Howard St,Phone,0,0,0,0,E,SouthEnd,44.46668015,-73.21438291,2:00 PM,Friday
19BU008687,Assist - Agency,Assist,5/3/19 14:21,Pearl St/St Paul St,Phone,0,1,0,0,D,Downtown,44.48210546,-73.2136329,2:00 PM,Friday
19BU009230,Accident - Property damage only,Motor Vehicle,5/3/19 14:22,Adams St,Online Report,0,0,0,0,E,SouthEnd,44.47179611,-73.21270262,2:00 PM,Friday
19BU008689,Community Outreach,Public Service,5/3/19 14:28,North Ave,Phone,0,0,1,0,B,OldNorthEnd,44.4816288,-73.22272417,2:00 PM,Friday
19BU008690,Suspicious Event,Public Service,5/3/19 14:31,Colchester Ave,911,0,0,0,0,C,UniversityHillSection,44.48618968,-73.18782371,2:00 PM,Friday
19BU009233,Accident - LSA,Motor Vehicle,5/3/19 14:40,Lakeside Ave,Online Report,0,0,0,0,E,SouthEnd,44.46052709,-73.21602868,2:00 PM,Friday
19BU008691,Suspicious Event,Public Service,5/3/19 14:43,Poplar St,Phone,0,0,0,0,B,OldNorthEnd,44.48727942,-73.21871184,2:00 PM,Friday
19BU008692,Intoxication,Quality of Life,5/3/19 14:45,Main St/S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47763648,-73.21134148,2:00 PM,Friday
19BU008693,Welfare Check,Public Service,5/3/19 15:17,Lafountain St B,Phone,0,0,0,0,,,44.49570505,-73.18087527,3:00 PM,Friday
19BU008694,Suspicious Event,Public Service,5/3/19 15:30,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.51148357,-73.24906695,3:00 PM,Friday
19BU008695,Welfare Check,Public Service,5/3/19 15:39,Barrett St,Phone,0,0,0,0,C,UniversityHillSection,44.48602931,-73.18600697,3:00 PM,Friday
19BU008696,Intoxication,Quality of Life,5/3/19 16:54,North Ave,Phone,0,0,0,1,B,OldNorthEnd,44.4856449,-73.22314341,4:00 PM,Friday
19BU008697,Trespass,Other,5/3/19 16:54,Main St,Phone,0,0,0,0,D,Downtown,44.47650255,-73.21239529,4:00 PM,Friday
19BU008698,Intoxication,Quality of Life,5/3/19 16:56,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48149449,-73.19431005,4:00 PM,Friday
19BU008699,Accident - Property damage only,Motor Vehicle,5/3/19 17:01,Battery St / Maple St,Phone,0,0,0,0,E,SouthEnd,44.47419836,-73.21743733,5:00 PM,Friday
19BU008700,Disturbance,Quality of Life,5/3/19 17:03,Center St,Phone,0,0,0,0,D,Downtown,44.47592641,-73.21320647,5:00 PM,Friday
19BU008701,Assist – Motorist,Motor Vehicle,5/3/19 17:14,Pearl St / S Winooski,Phone,0,0,0,0,B,OldNorthEnd,44.47850468,-73.2098682,5:00 PM,Friday
19BU008702,Threats/Harassment,Other,5/3/19 17:24,S Meadow Dr,Phone,0,0,0,0,E,SouthEnd,44.44866605,-73.21378058,5:00 PM,Friday
19BU008703,Trespass,Other,5/3/19 17:35,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47667878,-73.20946415,5:00 PM,Friday
19BU008704,Animal Problem,Animal,5/3/19 18:12,Curtis Ave,Phone,0,0,0,0,A,NewNorthEnd,44.51174267,-73.26718998,6:00 PM,Friday
19BU008705,Noise,Quality of Life,5/3/19 18:21,Hildred Dr,Phone,0,0,0,0,C,UniversityHillSection,44.48817244,-73.1969914,6:00 PM,Friday
19BU008706,Foot Patrol,Public Service,5/3/19 18:26,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47694054,-73.212717,6:00 PM,Friday
19BU008707,Foot Patrol,Public Service,5/3/19 18:26,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.4787308,-73.21323752,6:00 PM,Friday
19BU008708,Assist - Agency,Assist,5/3/19 18:36,Drew St,Phone,0,0,0,0,B,OldNorthEnd,44.48688063,-73.22285365,6:00 PM,Friday
19BU008709,Welfare Check,Public Service,5/3/19 19:31,Cherry St,Phone,0,0,0,0,Airport,Downtown,44.47967095,-73.21718611,7:00 PM,Friday
19BU008710,Welfare Check,Public Service,5/3/19 19:31,N Winooski Ave/Pearl St,Phone,0,0,0,0,B,OldNorthEnd,44.47954031,-73.21241837,7:00 PM,Friday
19BU008711,TRO/FRO Violation,Domestic,5/3/19 20:36,NA,Phone,1,0,0,0,D,Downtown,NA,NA,8:00 PM,Friday
19BU008712,Trespass,Other,5/3/19 21:02,Battery St,Phone,0,0,0,0,D,Downtown,44.47991898,-73.21775495,9:00 PM,Friday
19BU008713,Alarm,Public Service,5/3/19 22:05,St Paul St,Phone,0,0,0,0,D,Downtown,44.47965096,-73.21312769,10:00 PM,Friday
19BU008714,Assist - Agency,Assist,5/3/19 22:16,Loomis St,Phone,0,0,0,1,C,UniversityHillSection,44.48470524,-73.20841297,10:00 PM,Friday
19BU008715,Welfare Check,Public Service,5/3/19 22:20,Pearl St,Phone,0,0,0,0,D,Downtown,44.47919709,-73.21268605,10:00 PM,Friday
19BU008716,Foot Patrol,Public Service,5/3/19 22:29,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47926584,-73.21128141,10:00 PM,Friday
19BU008717,Noise,Quality of Life,5/3/19 22:46,N Champlain St A,911,0,0,0,0,B,OldNorthEnd,44.4823951,-73.21760788,10:00 PM,Friday
19BU008718,Compliance Check,Court Order,5/3/19 22:50,St Paul St,Officer/Radio,0,0,0,0,D,Downtown,44.474849,-73.2148938,10:00 PM,Friday
19BU008719,Operations,Administrative,5/3/19 22:56,Main St/University Hghts,Officer/Radio,0,0,0,1,C,UniversityHillSection,44.47362601,-73.1933545,10:00 PM,Friday
19BU008720,Motor Vehicle Complaint,Motor Vehicle,5/3/19 23:05,Church St/Main St,Phone,0,0,0,0,D,Downtown,44.47627908,-73.21366939,11:00 PM,Friday
19BU008721,Foot Patrol,Public Service,5/3/19 23:16,Grant St/N Winooski Ave,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48158718,-73.21063302,11:00 PM,Friday
19BU008722,Trespass,Other,5/3/19 23:19,Church St,Phone,0,0,0,0,D,Downtown,44.47923574,-73.21436351,11:00 PM,Friday
19BU008723,Arrest on Warrant,Court Order,5/3/19 23:39,Church St,Officer/Radio,0,0,0,0,D,Downtown,44.47941608,-73.21101221,11:00 PM,Friday
19BU008724,Traffic,Motor Vehicle,5/3/19 23:49,Main St / St Paul St Burlington,Officer/Radio,0,0,0,0,D,Downtown,44.47628434,-73.21534701,11:00 PM,Friday
19BU008725,Robbery,Assault,5/3/19 23:56,Battery St/Cherry St,Phone,0,0,0,0,D,Downtown,44.48023308,-73.21801281,11:00 PM,Friday
19BU008726,Disturbance,Quality of Life,5/4/19 1:01,Main St,Phone,0,0,0,0,D,Downtown,44.47475376,-73.21223009,1:00 AM,Saturday
19BU008727,Assist - Agency,Assist,5/4/19 1:01,College St,Phone,0,0,0,0,D,Downtown,44.47562817,-73.213179,1:00 AM,Saturday
19BU008728,Assist - Agency,Assist,5/4/19 1:11,Pearl St,Phone,0,0,0,0,D,Downtown,44.48130034,-73.21006497,1:00 AM,Saturday
19BU008729,Welfare Check,Public Service,5/4/19 1:30,S Winooski Ave,911,0,0,0,1,D,Downtown,44.4805418,-73.21093934,1:00 AM,Saturday
19BU008730,Noise,Quality of Life,5/4/19 1:34,S Meadow Dr,Phone,0,0,0,0,E,SouthEnd,44.45002129,-73.21027327,1:00 AM,Saturday
19BU008731,Disorderly Conduct,Quality of Life,5/4/19 1:39,Church St/College St,Officer/Radio,0,0,0,0,D,Downtown,44.47667543,-73.21159601,1:00 AM,Saturday
19BU008732,Trespass,Other,5/4/19 1:58,S Union St,Phone,0,0,0,1,D,Downtown,44.47866319,-73.20904385,1:00 AM,Saturday
19BU008733,Assault - Aggravated,Assault,5/4/19 2:01,Pine St/Queen City Park Rd,Phone,0,0,0,1,E,SouthEnd,44.44772595,-73.21523929,2:00 AM,Saturday
19BU008734,Suspicious Event,Public Service,5/4/19 2:03,Main St,Phone,0,0,0,0,D,Downtown,44.47761795,-73.21154427,2:00 AM,Saturday
19BU008735,Suspicious Event,Public Service,5/4/19 2:14,Woodlawn Rd,Phone,0,0,0,0,A,NewNorthEnd,44.51005262,-73.25534294,2:00 AM,Saturday
19BU008736,Trespass,Other,5/4/19 2:16,Church St,Phone,0,0,0,1,D,Downtown,44.47830444,-73.21222953,2:00 AM,Saturday
19BU008737,Noise,Quality of Life,5/4/19 2:18,Orchard Ter,Phone,0,0,0,0,D,Downtown,44.4785776,-73.2086064,2:00 AM,Saturday
19BU008738,Welfare Check,Public Service,5/4/19 2:30,City Hall Park,Phone,0,0,0,0,D,Downtown,44.47671347,-73.21335998,2:00 AM,Saturday
19BU008739,Disturbance,Quality of Life,5/4/19 3:28,Woodlawn Rd B,911,0,0,0,1,NA,NA,44.51140982,-73.25029158,3:00 AM,Saturday
19BU008740,Parking,Motor Vehicle,5/4/19 5:54,N Winooski Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48638616,-73.21202797,5:00 AM,Saturday
19BU008741,Domestic Disturbance,Domestic,5/4/19 5:56,NA,911,0,0,1,0,A,NewNorthEnd,NA,NA,5:00 AM,Saturday
19BU008742,Assist - Public,Public Service,5/4/19 6:39,S Winooski Ave,Phone,0,0,0,0,NA,NA,44.47832436,-73.21224965,6:00 AM,Saturday
19BU008743,Disturbance,Quality of Life,5/4/19 8:19,Center St,911,0,0,0,0,D,Downtown,44.47917052,-73.21164548,8:00 AM,Saturday
19BU008744,Welfare Check,Public Service,5/4/19 8:58,Main St,Phone,0,0,0,1,D,Downtown,44.47462643,-73.21158766,8:00 AM,Saturday
19BU008745,Community Outreach,Public Service,5/4/19 9:20,Allen St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48193085,-73.21427301,9:00 AM,Saturday
19BU008746,Alarm,Public Service,5/4/19 9:36,Riverside Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48991931,-73.20444885,9:00 AM,Saturday
19BU008747,Welfare Check,Public Service,5/4/19 9:51,St Paul St,Phone,0,0,0,0,E,SouthEnd,44.47121099,-73.21052828,9:00 AM,Saturday
19BU008748,Domestic Disturbance,Domestic,5/4/19 9:54,NA,Phone,0,0,1,1,A,NewNorthEnd,NA,NA,9:00 AM,Saturday
19BU008749,Animal Problem,Animal,5/4/19 10:01,N Winooski Ave/North St,Phone,0,0,0,0,B,OldNorthEnd,44.4866241,-73.21259354,10:00 AM,Saturday
19BU008750,Found/Lost Property,Public Service,5/4/19 10:08,Beltline/North Ave,In Person,0,0,0,0,A,NewNorthEnd,44.50044011,-73.23603482,10:00 AM,Saturday
19BU008751,Suspicious Event,Public Service,5/4/19 10:26,Pearl St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.47866812,-73.21880368,10:00 AM,Saturday
19BU008752,Noise,Quality of Life,5/4/19 10:34,Rivers Edge Dr/Borestone Ln,Phone,0,0,0,0,A,NewNorthEnd,44.52189926,-73.25791839,10:00 AM,Saturday
19BU008753,Motor Vehicle Complaint,Motor Vehicle,5/4/19 10:36,East Ave/Main St,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.47344699,-73.18937069,10:00 AM,Saturday
19BU008754,Untimely Death,Public Service,5/4/19 10:45,St Paul St,911,0,0,0,0,E,SouthEnd,44.47150006,-73.21433139,10:00 AM,Saturday
19BU008755,Assist - Public,Public Service,5/4/19 11:37,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48126035,-73.22010736,11:00 AM,Saturday
19BU008756,Community Outreach,Public Service,5/4/19 11:47,St Paul St,Officer/Radio,0,0,0,0,D,Downtown,44.47890476,-73.21633101,11:00 AM,Saturday
19BU008757,Accident - Injury to person(s),Motor Vehicle,5/4/19 11:54,Manhattan Dr/Beltline,911,0,0,0,0,B,OldNorthEnd,44.48771709,-73.21349321,11:00 AM,Saturday
19BU008758,Foot Patrol,Public Service,5/4/19 12:33,Marketplace,Phone,0,0,0,0,D,Downtown,44.47642896,-73.21307998,12:00 PM,Saturday
19BU008759,Untimely Death,Public Service,5/4/19 12:57,St Paul St,911,0,0,0,0,E,SouthEnd,44.46892594,-73.21314752,12:00 PM,Saturday
19BU008760,Suspicious Event,Public Service,5/4/19 13:41,College St,911,0,0,0,0,C,UniversityHillSection,44.478487,-73.20593995,1:00 PM,Saturday
19BU008761,Noise,Quality of Life,5/4/19 13:56,Summit St,Phone,0,0,0,0,E,SouthEnd,44.47653796,-73.20178839,1:00 PM,Saturday
19BU008762,Traffic,Motor Vehicle,5/4/19 14:01,Pearl St/Park St,Officer/Radio,0,0,0,0,D,Downtown,44.48206027,-73.21760706,2:00 PM,Saturday
19BU008763,Intoxication,Quality of Life,5/4/19 14:27,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.4807124,-73.19559636,2:00 PM,Saturday
19BU008764,Foot Patrol,Public Service,5/4/19 14:57,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.478881,-73.21283328,2:00 PM,Saturday
19BU008765,Burglary,Property,5/4/19 15:07,Roosevelt Park,911,0,0,0,0,B,OldNorthEnd,44.48977028,-73.21346051,3:00 PM,Saturday
19BU008766,Traffic,Motor Vehicle,5/4/19 15:09,S Winooski Ave/Bank St,Officer/Radio,0,0,0,0,D,Downtown,44.47738665,-73.21038226,3:00 PM,Saturday
19BU008767,Alarm,Public Service,5/4/19 15:29,Oak St,Phone,0,0,0,0,B,OldNorthEnd,44.49196309,-73.21291648,3:00 PM,Saturday
19BU008768,Threats/Harassment,Other,5/4/19 15:29,St Paul St,Phone,0,0,0,0,E,SouthEnd,44.4714509,-73.21303018,3:00 PM,Saturday
19BU008769,Threats/Harassment,Other,5/4/19 15:48,College St/Center St,Phone,0,0,0,0,D,Downtown,44.47834177,-73.21247236,3:00 PM,Saturday
19BU008770,Suspicious Event,Public Service,5/4/19 16:00,S Winooski Ave/Buell St,Officer/Radio,0,0,0,0,D,Downtown,44.47824261,-73.21233596,4:00 PM,Saturday
19BU008771,Ordinance Violation - Other,Quality of Life,5/4/19 16:06,Church St/Bank St,Phone,0,0,0,0,D,Downtown,44.47797238,-73.21301523,4:00 PM,Saturday
19BU008772,Assist - Agency,Assist,5/4/19 16:36,Airport Dr,Officer/Radio,0,1,0,0,,,44.46807261,-73.15617651,4:00 PM,Saturday
19BU008773,Noise,Quality of Life,5/4/19 16:44,College St,Phone,0,0,0,0,C,UniversityHillSection,44.47764901,-73.20528379,4:00 PM,Saturday
19BU008774,Found/Lost Property,Public Service,5/4/19 17:00,Church St/Cherry St,Phone,0,0,0,0,D,Downtown,44.47811696,-73.21275451,5:00 PM,Saturday
19BU008775,Alarm,Public Service,5/4/19 17:13,Archibald St,Phone,0,0,0,0,B,OldNorthEnd,44.48953577,-73.21499033,5:00 PM,Saturday
19BU008776,Foot Patrol,Public Service,5/4/19 18:17,Marketplace,Phone,0,0,0,0,D,Downtown,44.47919548,-73.21233387,6:00 PM,Saturday
19BU008777,Foot Patrol,Public Service,5/4/19 18:33,Marketplace,Phone,0,0,0,0,D,Downtown,44.47859824,-73.2125008,6:00 PM,Saturday
19BU008778,Noise,Quality of Life,5/4/19 18:55,Cathedral Sq,Phone,0,0,0,0,D,Downtown,44.481032,-73.21847627,6:00 PM,Saturday
19BU008779,Assist - Public,Public Service,5/4/19 19:04,Winooski Bridge,Phone,0,0,0,0,,,44.49058657,-73.18702947,7:00 PM,Saturday
19BU008780,SRO Activity,Public Service,5/4/19 19:18,College St,Phone,0,0,0,0,D,Downtown,44.47480144,-73.22002807,7:00 PM,Saturday
19BU008781,Foot Patrol,Public Service,5/4/19 19:32,Marketplace,Phone,0,0,0,0,D,Downtown,44.47910627,-73.21343985,7:00 PM,Saturday
19BU008782,Welfare Check,Public Service,5/4/19 19:35,Pearl St,Phone,0,0,0,0,C,UniversityHillSection,44.48193168,-73.20765208,7:00 PM,Saturday
19BU008783,TRO/FRO Violation,Domestic,5/4/19 19:41,NA,Phone,0,0,1,0,B,OldNorthEnd,NA,NA,7:00 PM,Saturday
19BU008784,Assist - Public,Public Service,5/4/19 19:43,North Ave,In Person,0,0,0,0,B,OldNorthEnd,44.48346673,-73.22036435,7:00 PM,Saturday
19BU008785,Parking,Motor Vehicle,5/4/19 19:50,S Winooski Ave,Phone,0,0,0,0,E,SouthEnd,44.46965211,-73.21163723,7:00 PM,Saturday
19BU008786,Assist - Agency,Assist,5/4/19 20:01,Main St,Phone,0,0,0,0,D,Downtown,44.47763543,-73.21055625,8:00 PM,Saturday
19BU008787,Noise,Quality of Life,5/4/19 20:03,Pearl St,Phone,0,0,0,1,C,UniversityHillSection,44.47906733,-73.2075432,8:00 PM,Saturday
19BU008788,Community Outreach,Public Service,5/4/19 20:19,S Winooski Ave/Adams St,Officer/Radio,0,0,0,0,E,SouthEnd,44.47326122,-73.21055576,8:00 PM,Saturday
19BU008789,Welfare Check,Public Service,5/4/19 20:24,Cherry St,Phone,0,0,0,0,D,Downtown,44.48054507,-73.21463772,8:00 PM,Saturday
19BU008790,Intoxication,Quality of Life,5/4/19 20:27,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47684926,-73.21251868,8:00 PM,Saturday
19BU008791,Suspicious Event,Public Service,5/4/19 20:32,Manhattan Dr/Washington St,Phone,0,0,0,0,B,OldNorthEnd,44.48718632,-73.22207873,8:00 PM,Saturday
19BU008792,Noise,Quality of Life,5/4/19 20:37,S Williams St,Phone,0,0,0,0,C,UniversityHillSection,44.4797037,-73.20277155,8:00 PM,Saturday
19BU008793,DUI,Motor Vehicle,5/4/19 20:41,Main St/S Union St,911,0,0,0,1,D,Downtown,44.47485039,-73.21085467,8:00 PM,Saturday
19BU008794,Assist - Agency,Assist,5/4/19 20:55,St Louis St,Phone,0,0,0,0,B,OldNorthEnd,44.48977912,-73.2117125,8:00 PM,Saturday
19BU008795,Animal Problem,Animal,5/4/19 20:56,Leonard St,Phone,0,0,0,0,A,NewNorthEnd,44.50294603,-73.24559186,8:00 PM,Saturday
19BU008796,Disturbance,Quality of Life,5/4/19 21:20,Manhattan Dr/Ward St,Phone,0,1,0,0,B,OldNorthEnd,44.48948195,-73.21899145,9:00 PM,Saturday
19BU008797,Alarm,Public Service,5/4/19 23:02,Main St,Phone,0,0,0,0,D,Downtown,44.4758918,-73.2169737,11:00 PM,Saturday
19BU008798,Property Damage,Property,5/4/19 23:10,Maple St/Pine St,911,0,0,0,0,D,Downtown,44.47377748,-73.2160061,11:00 PM,Saturday
19BU008799,Sexual Assault,Assault,5/4/19 23:11,NA,Phone,1,0,0,1,D,Downtown,NA,NA,11:00 PM,Saturday
19BU008800,Disturbance,Quality of Life,5/4/19 23:17,Main St/S Winooski Ave,911,0,0,0,0,D,Downtown,44.47463881,-73.20986568,11:00 PM,Saturday
19BU008801,Noise,Quality of Life,5/4/19 23:21,Main St/S Prospect St,Phone,0,0,0,0,C,UniversityHillSection,44.47545578,-73.19945974,11:00 PM,Saturday
19BU008802,Parking,Motor Vehicle,5/5/19 0:03,Monroe St,Phone,0,0,0,0,NA,NA,44.48081514,-73.21617437,12:00 AM,Sunday
19BU008803,Fireworks,Quality of Life,5/5/19 0:07,Oakledge Park,911,0,0,0,0,E,SouthEnd,44.45578342,-73.22618519,12:00 AM,Sunday
19BU008804,Found/Lost Property,Public Service,5/5/19 0:16,Church St/Main St,Officer/Radio,0,0,0,0,D,Downtown,44.47440115,-73.21400349,12:00 AM,Sunday
19BU008805,Compliance Check,Court Order,5/5/19 0:33,Main St,Officer/Radio,0,0,0,1,D,Downtown,44.47720108,-73.21092088,12:00 AM,Sunday
19BU008806,Intoxication,Quality of Life,5/5/19 0:34,Church St,Phone,0,0,0,0,D,Downtown,44.47559094,-73.21204868,12:00 AM,Sunday
19BU008807,Foot Patrol,Public Service,5/5/19 0:39,Church St Marketplace,Phone,0,0,0,0,D,Downtown,44.47813243,-73.21187343,12:00 AM,Sunday
19BU008808,Found/Lost Property,Public Service,5/5/19 1:07,Church St/Main St,Phone,0,0,0,0,D,Downtown,44.47753821,-73.21101033,1:00 AM,Sunday
19BU008809,Alarm,Public Service,5/5/19 2:22,N Winooski Ave,Phone,0,0,0,1,C,UniversityHillSection,44.47948479,-73.21201638,2:00 AM,Sunday
19BU008810,Threats/Harassment,Other,5/5/19 2:23,Elmwood Ave,Phone,0,1,0,1,B,OldNorthEnd,44.48422646,-73.21460137,2:00 AM,Sunday
19BU008811,Noise,Quality of Life,5/5/19 2:47,Lafayette Pl,Phone,0,0,0,0,C,UniversityHillSection,44.48246883,-73.20881077,2:00 AM,Sunday
19BU008812,Disturbance,Quality of Life,5/5/19 3:28,Main St/S Union St,Phone,0,0,0,0,D,Downtown,44.47717951,-73.20925074,3:00 AM,Sunday
19BU008814,Intoxication,Quality of Life,5/5/19 3:37,Main St,Phone,0,0,0,1,D,Downtown,44.47583164,-73.21870112,3:00 AM,Sunday
19BU008815,Accident - LSA,Motor Vehicle,5/5/19 7:18,Archibald St,Phone,0,0,0,0,NA,NA,44.48702504,-73.21427769,7:00 AM,Sunday
19BU008816,Assist - Public,Public Service,5/5/19 7:49,Airport Dr,Phone,0,0,0,0,Airport,,44.47085085,-73.15431171,7:00 AM,Sunday
19BU009235,Accident - LSA,Motor Vehicle,5/5/19 8:27,Valade Pk,Online Report,0,0,0,0,A,NewNorthEnd,44.52067043,-73.25462758,8:00 AM,Sunday
19BU008817,Threats/Harassment,Other,5/5/19 8:33,North St,911,0,0,0,1,C,UniversityHillSection,44.48621381,-73.21110077,8:00 AM,Sunday
19BU008818,Assist - Agency,Assist,5/5/19 9:42,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48108934,-73.22160028,9:00 AM,Sunday
19BU008819,Domestic Disturbance,Domestic,5/5/19 9:44,NA,Phone,0,0,1,0,C,UniversityHillSection,NA,NA,9:00 AM,Sunday
19BU008820,Vandalism,Property,5/5/19 10:05,Cathedral Sq,Phone,0,0,0,0,D,Downtown,44.48033636,-73.21586971,10:00 AM,Sunday
19BU008821,Foot Patrol,Public Service,5/5/19 10:21,Leddy Park Rd,Officer/Radio,0,0,0,0,A,NewNorthEnd,44.5041371,-73.25160805,10:00 AM,Sunday
19BU008823,Foot Patrol,Public Service,5/5/19 10:32,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47808745,-73.21500758,10:00 AM,Sunday
19BU008824,Retail Theft,Property,5/5/19 11:12,Church St,Phone,0,0,0,0,D,Downtown,44.47795132,-73.21373712,11:00 AM,Sunday
19BU008825,Ordinance Violation - Other,Quality of Life,5/5/19 11:45,College St,Officer/Radio,0,0,0,1,D,Downtown,44.47514378,-73.21104433,11:00 AM,Sunday
19BU008826,Alarm,Public Service,5/5/19 12:17,Cherry St,Phone,0,0,0,0,D,Downtown,44.47964748,-73.21299919,12:00 PM,Sunday
19BU008827,Alarm,Public Service,5/5/19 12:54,Ward St,Phone,0,0,0,0,B,OldNorthEnd,44.48713618,-73.22258639,12:00 PM,Sunday
19BU008828,Foot Patrol,Public Service,5/5/19 13:12,City Hall Park,Officer/Radio,0,0,0,0,D,Downtown,44.47536191,-73.21468992,1:00 PM,Sunday
19BU008829,Foot Patrol,Public Service,5/5/19 14:10,Church Street Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47807702,-73.21304428,2:00 PM,Sunday
19BU008830,Animal Problem,Animal,5/5/19 14:24,Brookes Ave,Phone,0,0,0,0,NA,NA,44.48413068,-73.20259683,2:00 PM,Sunday
19BU008831,Runaway,Public Service,5/5/19 14:38,Riverside Ave B4,Phone,0,0,0,0,NA,NA,44.48790034,-73.19254384,2:00 PM,Sunday
19BU008832,Suspicious Event,Public Service,5/5/19 14:43,Church St/College St,Officer/Radio,0,0,0,0,D,Downtown,44.47746745,-73.21298962,2:00 PM,Sunday
19BU008833,Vandalism,Property,5/5/19 14:51,Pearl St,Phone,0,0,0,0,D,Downtown,44.47875686,-73.21209845,2:00 PM,Sunday
19BU008834,Domestic Disturbance,Domestic,5/5/19 15:06,NA,Phone,0,0,1,1,C,UniversityHillSection,NA,NA,3:00 PM,Sunday
19BU008835,Parking,Motor Vehicle,5/5/19 15:27,Main St/Church St,Phone,0,0,0,0,D,Downtown,44.47519374,-73.21250526,3:00 PM,Sunday
19BU008836,Suspicious Event,Public Service,5/5/19 15:56,North St/Murray St,Phone,0,0,0,0,B,OldNorthEnd,44.48552159,-73.2179162,3:00 PM,Sunday
19BU008837,Runaway,Public Service,5/5/19 15:56,Manhattan Dr,Phone,0,0,0,0,B,OldNorthEnd,44.48713213,-73.21531181,3:00 PM,Sunday
19BU008838,Domestic Disturbance,Domestic,5/5/19 16:06,NA,Phone,0,0,1,0,B,OldNorthEnd,NA,NA,4:00 PM,Sunday
19BU008839,Juvenile Problem,Public Service,5/5/19 16:19,NA,Phone,0,0,0,0,A,NewNorthEnd,NA,NA,4:00 PM,Sunday
